Date,Event ID,Time,Class
2024-01-11,31319678,14:00,PE Core: Year 7: 7a/PEY
2024-01-12,30121578,08:40,Year 7: 7TL
2024-01-12,31342980,09:00,Geography: Year 7: 7a/GeR
2024-01-12,31247350,09:55,English Comb: Year 7: 7a/EnI
2024-01-12,31336008,11:10,Religious Ed: Year 7: 7a/RER
2024-01-12,31239622,12:05,Science: Year 7: 7a/ScI
2024-01-12,30126841,13:30,Year 7: 7TL
2024-01-12,31319318,14:00,PE Core: Year 7: 7a/PEY
2024-01-15,30079012,08:40,Year 7: 7TL
2024-01-15,31334412,09:00,Drama: Year 7: 7a/DrR
2024-01-15,31337016,09:55,Computer Science: Year 7: 7a/CsR
2024-01-15,31240933,11:10,Spanish: Year 7: 7a/SpI
2024-01-15,31244429,12:05,Maths: Year 7: 7a/MaI
2024-01-15,30078375,13:30,Year 7: 7TL
2024-01-15,31245303,14:00,Design Tech: Year 7: 7a/DTI
2024-01-16,30108518,08:40,Year 7: 7TL
2024-01-16,31247879,09:00,Spanish: Year 7: 7a/SpI
2024-01-16,31320078,09:55,PE Core: Year 7: 7a/PEY
2024-01-16,31237874,11:10,English Comb: Year 7: 7a/EnI
2024-01-16,31338248,12:05,Religious Ed: Year 7: 7a/RER
2024-01-16,30099056,13:30,Year 7: 7TL
2024-01-16,31242267,14:00,Maths: Year 7: 7a/MaI
2024-01-17,30118442,08:40,Year 7: 7TL
2024-01-17,31340768,09:00,Geography: Year 7: 7a/GeR
2024-01-17,31245763,09:55,English Comb: Year 7: 7a/EnI
2024-01-17,31343512,11:10,Religious Ed: Year 7: 7a/RER
2024-01-17,31344604,12:05,History: Year 7: 7a/HiR
2024-01-17,30129753,13:30,Year 7: 7TL
2024-01-17,31238748,14:00,Science: Year 7: 7a/ScI
2024-01-18,30130033,08:40,Year 7: 7TL
2024-01-18,31240657,09:00,Spanish: Year 7: 7a/SpI
2024-01-18,31339172,09:55,Music: Year 7: 7a/MuR
2024-01-18,31340880,11:10,History: Year 7: 7a/HiR
2024-01-18,31342448,12:05,Art and Design: Year 7: 7a/ArR
2024-01-18,30135732,13:30,Year 7: 7TL
2024-01-18,31248385,14:00,English Comb: Year 7: 7a/EnI
2024-01-19,30134808,08:40,Year 7: 7TL
2024-01-19,31335280,09:00,Religious Ed: Year 7: 7a/RER
2024-01-19,31337548,09:55,History: Year 7: 7a/HiR
2024-01-19,31241807,11:10,Maths: Year 7: 7a/MaI
2024-01-19,31243992,12:05,Design Tech: Year 7: 7a/DTI
2024-01-19,30137652,13:30,Year 7: 7TL
2024-01-19,31340544,14:00,Geography: Year 7: 7a/GeR
2024-01-22,30091321,08:40,Year 7: 7TL
2024-01-22,31246223,09:00,English Comb: Year 7: 7a/EnI
2024-01-22,31248845,09:55,Science: Year 7: 7a/ScI
2024-01-22,31336540,11:10,Art and Design: Year 7: 7a/ArR
2024-01-22,31338444,12:05,Computer Science: Year 7: 7a/CsR
2024-01-22,30090398,13:30,Year 7: 7TL
2024-01-22,31242727,14:00,Maths: Year 7: 7a/MaI
2024-01-23,30121283,08:40,Year 7: 7TL
2024-01-23,29860140,09:00,Year 7: 7TL
2024-01-23,31244889,09:55,Maths: Year 7: 7a/MaI
2024-01-23,31246614,11:10,Spanish: Year 7: 7a/SpI
2024-01-23,31344072,12:05,Music: Year 7: 7a/MuR
2024-01-23,30112513,13:30,Year 7: 7TL
2024-01-23,31238219,14:00,English Comb: Year 7: 7a/EnI
2024-01-24,30130373,08:40,Year 7: 7TL
2024-01-24,31240059,09:00,Maths: Year 7: 7a/MaI
2024-01-24,31243141,09:55,Science: Year 7: 7a/ScI
2024-01-24,31339732,11:10,History: Year 7: 7a/HiR
2024-01-24,31341916,12:05,Geography: Year 7: 7a/GeR
2024-01-24,30141800,13:30,Year 7: 7TL
2024-01-24,31247143,14:00,Science: Year 7: 7a/ScI
2024-01-25,30141917,08:40,Year 7: 7TL
2024-01-25,31335084,09:00,Religious Ed: Year 7: 7a/RER
2024-01-25,31239208,09:55,Maths: Year 7: 7a/MaI
2024-01-25,31241048,11:10,English Comb: Year 7: 7a/EnI
2024-01-25,31243578,12:05,Science: Year 7: 7a/ScI
2024-01-25,30144891,13:30,Year 7: 7TL
2024-01-25,31319698,14:00,PE Core: Year 7: 7a/PEY
2024-01-26,30145654,08:40,Year 7: 7TL
2024-01-26,31343008,09:00,Geography: Year 7: 7a/GeR
2024-01-26,31247419,09:55,English Comb: Year 7: 7a/EnI
2024-01-26,31336036,11:10,Religious Ed: Year 7: 7a/RER
2024-01-26,31239645,12:05,Science: Year 7: 7a/ScI
2024-01-26,30146446,13:30,Year 7: 7TL
2024-01-26,31319338,14:00,PE Core: Year 7: 7a/PEY
2024-01-29,30105248,08:40,Year 7: 7TL
2024-01-29,31334440,09:00,Drama: Year 7: 7a/DrR
2024-01-29,31337044,09:55,Computer Science: Year 7: 7a/CsR
2024-01-29,31241002,11:10,Spanish: Year 7: 7a/SpI
2024-01-29,31244452,12:05,Maths: Year 7: 7a/MaI
2024-01-29,30099088,13:30,Year 7: 7TL
2024-01-29,31245326,14:00,Design Tech: Year 7: 7a/DTI
2024-01-30,30132645,08:40,Year 7: 7TL
2024-01-30,31247925,09:00,Spanish: Year 7: 7a/SpI
2024-01-30,31320098,09:55,PE Core: Year 7: 7a/PEY
2024-01-30,31237920,11:10,English Comb: Year 7: 7a/EnI
2024-01-30,31338304,12:05,Religious Ed: Year 7: 7a/RER
2024-01-30,30123223,13:30,Year 7: 7TL
2024-01-30,31242290,14:00,Maths: Year 7: 7a/MaI
2024-01-31,30142871,08:40,Year 7: 7TL
2024-01-31,31340852,09:00,Geography: Year 7: 7a/GeR
2024-01-31,31245786,09:55,English Comb: Year 7: 7a/EnI
2024-01-31,31343540,11:10,Religious Ed: Year 7: 7a/RER
2024-01-31,31344632,12:05,History: Year 7: 7a/HiR
2024-01-31,30155916,13:30,Year 7: 7TL
2024-01-31,31238771,14:00,Science: Year 7: 7a/ScI
2024-02-01,30150100,08:40,Year 7: 7TL
2024-02-01,31240726,09:00,Spanish: Year 7: 7a/SpI
2024-02-01,31339200,09:55,Music: Year 7: 7a/MuR
2024-02-01,31340964,11:10,History: Year 7: 7a/HiR
2024-02-01,31342476,12:05,Art and Design: Year 7: 7a/ArR
2024-02-01,30153640,13:30,Year 7: 7TL
2024-02-01,31248408,14:00,English Comb: Year 7: 7a/EnI
2024-02-02,30155238,08:40,Year 7: 7TL
2024-02-02,31335364,09:00,Religious Ed: Year 7: 7a/RER
2024-02-02,31337576,09:55,History: Year 7: 7a/HiR
2024-02-02,31241830,11:10,Maths: Year 7: 7a/MaI
2024-02-02,31244015,12:05,Design Tech: Year 7: 7a/DTI
2024-02-02,30156957,13:30,Year 7: 7TL
2024-02-02,31340628,14:00,Geography: Year 7: 7a/GeR
2024-02-05,30118697,08:40,Year 7: 7TL
2024-02-05,31246246,09:00,English Comb: Year 7: 7a/EnI
2024-02-05,31248868,09:55,Science: Year 7: 7a/ScI
2024-02-05,31336568,11:10,Art and Design: Year 7: 7a/ArR
2024-02-05,31338500,12:05,Computer Science: Year 7: 7a/CsR
2024-02-05,30111047,13:30,Year 7: 7TL
2024-02-05,31242750,14:00,Maths: Year 7: 7a/MaI
2024-02-06,30143648,08:40,Year 7: 7TL
2024-02-06,29860167,09:00,Year 7: 7TL
2024-02-06,31244912,09:55,Maths: Year 7: 7a/MaI
2024-02-06,31246660,11:10,Spanish: Year 7: 7a/SpI
2024-02-06,31344100,12:05,Music: Year 7: 7a/MuR
2024-02-06,30133201,13:30,Year 7: 7TL
2024-02-06,31238265,14:00,English Comb: Year 7: 7a/EnI
2024-02-07,30153735,08:40,Year 7: 7TL
2024-02-07,31240082,09:00,Maths: Year 7: 7a/MaI
2024-02-07,31243164,09:55,Science: Year 7: 7a/ScI
2024-02-07,31339760,11:10,History: Year 7: 7a/HiR
2024-02-07,31341944,12:05,Geography: Year 7: 7a/GeR
2024-02-07,30167709,13:30,Year 7: 7TL
2024-02-07,31247189,14:00,Science: Year 7: 7a/ScI
2024-02-08,30159001,08:40,Year 7: 7TL
2024-02-08,31335140,09:00,Religious Ed: Year 7: 7a/RER
2024-02-08,31239231,09:55,Maths: Year 7: 7a/MaI
2024-02-08,31241117,11:10,English Comb: Year 7: 7a/EnI
2024-02-08,31243601,12:05,Science: Year 7: 7a/ScI
2024-02-08,30160992,13:30,Year 7: 7TL
2024-02-08,31319718,14:00,PE Core: Year 7: 7a/PEY
2024-02-09,30165538,08:40,Year 7: 7TL
2024-02-09,31343036,09:00,Geography: Year 7: 7a/GeR
2024-02-09,31247511,09:55,English Comb: Year 7: 7a/EnI
2024-02-09,31336064,11:10,Religious Ed: Year 7: 7a/RER
2024-02-09,31239668,12:05,Science: Year 7: 7a/ScI
2024-02-09,30169183,13:30,Year 7: 7TL
2024-02-09,31319358,14:00,PE Core: Year 7: 7a/PEY
2024-02-12,30130760,08:40,Year 7: 7TL
2024-02-12,31334468,09:00,Drama: Year 7: 7a/DrR
2024-02-12,31337072,09:55,Computer Science: Year 7: 7a/CsR
2024-02-12,31241071,11:10,Spanish: Year 7: 7a/SpI
2024-02-12,31244475,12:05,Maths: Year 7: 7a/MaI
2024-02-12,30123907,13:30,Year 7: 7TL
2024-02-12,31245349,14:00,Design Tech: Year 7: 7a/DTI
2024-02-13,30152385,08:40,Year 7: 7TL
2024-02-13,31247971,09:00,Spanish: Year 7: 7a/SpI
2024-02-13,31320118,09:55,PE Core: Year 7: 7a/PEY
2024-02-13,31237966,11:10,English Comb: Year 7: 7a/EnI
2024-02-13,31338360,12:05,Religious Ed: Year 7: 7a/RER
2024-02-13,30142072,13:30,Year 7: 7TL
2024-02-13,31242313,14:00,Maths: Year 7: 7a/MaI
2024-02-14,30164654,08:40,Year 7: 7TL
2024-02-14,31340908,09:00,Geography: Year 7: 7a/GeR
2024-02-14,31245809,09:55,English Comb: Year 7: 7a/EnI
2024-02-14,31343568,11:10,Religious Ed: Year 7: 7a/RER
2024-02-14,31344660,12:05,History: Year 7: 7a/HiR
2024-02-14,30184915,13:30,Year 7: 7TL
2024-02-14,31238794,14:00,Science: Year 7: 7a/ScI
2024-02-15,30172049,08:40,Year 7: 7TL
2024-02-15,31240772,09:00,Spanish: Year 7: 7a/SpI
2024-02-15,31339228,09:55,Music: Year 7: 7a/MuR
2024-02-15,31341048,11:10,History: Year 7: 7a/HiR
2024-02-15,31342504,12:05,Art and Design: Year 7: 7a/ArR
2024-02-15,30172781,13:30,Year 7: 7TL
2024-02-15,31248431,14:00,English Comb: Year 7: 7a/EnI
2024-02-16,30175706,08:40,Year 7: 7TL
2024-02-16,31335420,09:00,Religious Ed: Year 7: 7a/RER
2024-02-16,31337604,09:55,History: Year 7: 7a/HiR
2024-02-16,31241853,11:10,Maths: Year 7: 7a/MaI
2024-02-16,31244038,12:05,Design Tech: Year 7: 7a/DTI
2024-02-16,30178292,13:30,Year 7: 7TL
2024-02-16,31340712,14:00,Geography: Year 7: 7a/GeR
2024-02-26,30139460,08:40,Year 7: 7TL
2024-02-26,31246292,09:00,English Comb: Year 7: 7a/EnI
2024-02-26,31248891,09:55,Science: Year 7: 7a/ScI
2024-02-26,31336596,11:10,Art and Design: Year 7: 7a/ArR
2024-02-26,31338556,12:05,Computer Science: Year 7: 7a/CsR
2024-02-26,30137825,13:30,Year 7: 7TL
2024-02-26,31242773,14:00,Maths: Year 7: 7a/MaI
2024-02-27,30165965,08:40,Year 7: 7TL
2024-02-27,29860194,09:00,Year 7: 7TL
2024-02-27,31244935,09:55,Maths: Year 7: 7a/MaI
2024-02-27,31246683,11:10,Spanish: Year 7: 7a/SpI
2024-02-27,31344128,12:05,Music: Year 7: 7a/MuR
2024-02-27,30153824,13:30,Year 7: 7TL
2024-02-27,31238311,14:00,English Comb: Year 7: 7a/EnI
2024-02-28,30177220,08:40,Year 7: 7TL
2024-02-28,31240105,09:00,Maths: Year 7: 7a/MaI
2024-02-28,31243187,09:55,Science: Year 7: 7a/ScI
2024-02-28,31339788,11:10,History: Year 7: 7a/HiR
2024-02-28,31341972,12:05,Geography: Year 7: 7a/GeR
2024-02-28,30197093,13:30,Year 7: 7TL
2024-02-28,31247235,14:00,Science: Year 7: 7a/ScI
2024-02-29,30183736,08:40,Year 7: 7TL
2024-02-29,31335196,09:00,Religious Ed: Year 7: 7a/RER
2024-02-29,31239254,09:55,Maths: Year 7: 7a/MaI
2024-02-29,31241186,11:10,English Comb: Year 7: 7a/EnI
2024-02-29,31243624,12:05,Science: Year 7: 7a/ScI
2024-02-29,30182925,13:30,Year 7: 7TL
2024-02-29,31319738,14:00,PE Core: Year 7: 7a/PEY
2024-03-01,30184320,08:40,Year 7: 7TL
2024-03-01,31343064,09:00,Geography: Year 7: 7a/GeR
2024-03-01,31247580,09:55,English Comb: Year 7: 7a/EnI
2024-03-01,31336092,11:10,Religious Ed: Year 7: 7a/RER
2024-03-01,31239691,12:05,Science: Year 7: 7a/ScI
2024-03-01,30190722,13:30,Year 7: 7TL
2024-03-01,31319378,14:00,PE Core: Year 7: 7a/PEY
2024-03-04,30151885,08:40,Year 7: 7TL
2024-03-04,31334496,09:00,Drama: Year 7: 7a/DrR
2024-03-04,31337100,09:55,Computer Science: Year 7: 7a/CsR
2024-03-04,31241140,11:10,Spanish: Year 7: 7a/SpI
2024-03-04,31244498,12:05,Maths: Year 7: 7a/MaI
2024-03-04,30155471,13:30,Year 7: 7TL
2024-03-04,31245395,14:00,Design Tech: Year 7: 7a/DTI
2024-03-05,30174984,08:40,Year 7: 7TL
2024-03-05,31247994,09:00,Spanish: Year 7: 7a/SpI
2024-03-05,31320138,09:55,PE Core: Year 7: 7a/PEY
2024-03-05,31238012,11:10,English Comb: Year 7: 7a/EnI
2024-03-05,31338416,12:05,Religious Ed: Year 7: 7a/RER
2024-03-05,30166487,13:30,Year 7: 7TL
2024-03-05,31242336,14:00,Maths: Year 7: 7a/MaI
2024-03-06,30188561,08:40,Year 7: 7TL
2024-03-06,31341020,09:00,Geography: Year 7: 7a/GeR
2024-03-06,31245832,09:55,English Comb: Year 7: 7a/EnI
2024-03-06,31343596,11:10,Religious Ed: Year 7: 7a/RER
2024-03-06,31344688,12:05,History: Year 7: 7a/HiR
2024-03-06,30209694,13:30,Year 7: 7TL
2024-03-06,31238817,14:00,Science: Year 7: 7a/ScI
2024-03-07,30195585,08:40,Year 7: 7TL
2024-03-07,31240841,09:00,Spanish: Year 7: 7a/SpI
2024-03-07,31339256,09:55,Music: Year 7: 7a/MuR
2024-03-07,31341132,11:10,History: Year 7: 7a/HiR
2024-03-07,31342532,12:05,Art and Design: Year 7: 7a/ArR
2024-03-07,30192742,13:30,Year 7: 7TL
2024-03-07,31248454,14:00,English Comb: Year 7: 7a/EnI
2024-03-08,30192525,08:40,Year 7: 7TL
2024-03-08,31335476,09:00,Religious Ed: Year 7: 7a/RER
2024-03-08,31337632,09:55,History: Year 7: 7a/HiR
2024-03-08,31241876,11:10,Maths: Year 7: 7a/MaI
2024-03-08,31244061,12:05,Design Tech: Year 7: 7a/DTI
2024-03-08,30203431,13:30,Year 7: 7TL
2024-03-08,31340740,14:00,Geography: Year 7: 7a/GeR
2024-03-11,30162921,08:40,Year 7: 7TL
2024-03-11,31246338,09:00,English Comb: Year 7: 7a/EnI
2024-03-11,31248914,09:55,Science: Year 7: 7a/ScI
2024-03-11,31336624,11:10,Art and Design: Year 7: 7a/ArR
2024-03-11,31338612,12:05,Computer Science: Year 7: 7a/CsR
2024-03-11,30165601,13:30,Year 7: 7TL
2024-03-11,31242796,14:00,Maths: Year 7: 7a/MaI
2024-03-12,30186637,08:40,Year 7: 7TL
2024-03-12,29860221,09:00,Year 7: 7TL
2024-03-12,31244958,09:55,Maths: Year 7: 7a/MaI
2024-03-12,31246706,11:10,Spanish: Year 7: 7a/SpI
2024-03-12,31344156,12:05,Music: Year 7: 7a/MuR
2024-03-12,30179522,13:30,Year 7: 7TL
2024-03-12,31238357,14:00,English Comb: Year 7: 7a/EnI
2024-03-13,30200674,08:40,Year 7: 7TL
2024-03-13,31240128,09:00,Maths: Year 7: 7a/MaI
2024-03-13,31243233,09:55,Science: Year 7: 7a/ScI
2024-03-13,31339816,11:10,History: Year 7: 7a/HiR
2024-03-13,31342000,12:05,Geography: Year 7: 7a/GeR
2024-03-13,30223023,13:30,Year 7: 7TL
2024-03-13,31247281,14:00,Science: Year 7: 7a/ScI
2024-03-14,30211421,08:40,Year 7: 7TL
2024-03-14,31335252,09:00,Religious Ed: Year 7: 7a/RER
2024-03-14,31239277,09:55,Maths: Year 7: 7a/MaI
2024-03-14,31241255,11:10,English Comb: Year 7: 7a/EnI
2024-03-14,31243647,12:05,Science: Year 7: 7a/ScI
2024-03-14,30203749,13:30,Year 7: 7TL
2024-03-14,31319758,14:00,PE Core: Year 7: 7a/PEY
2024-03-15,30204436,08:40,Year 7: 7TL
2024-03-15,31343092,09:00,Geography: Year 7: 7a/GeR
2024-03-15,31247649,09:55,English Comb: Year 7: 7a/EnI
2024-03-15,31336120,11:10,Religious Ed: Year 7: 7a/RER
2024-03-15,31239714,12:05,Science: Year 7: 7a/ScI
2024-03-15,30216178,13:30,Year 7: 7TL
2024-03-15,31319398,14:00,PE Core: Year 7: 7a/PEY
2024-03-18,30177338,08:40,Year 7: 7TL
2024-03-18,31334524,09:00,Drama: Year 7: 7a/DrR
2024-03-18,31337128,09:55,Computer Science: Year 7: 7a/CsR
2024-03-18,31241209,11:10,Spanish: Year 7: 7a/SpI
2024-03-18,31244521,12:05,Maths: Year 7: 7a/MaI
2024-03-18,30176262,13:30,Year 7: 7TL
2024-03-18,31245441,14:00,Design Tech: Year 7: 7a/DTI
2024-03-19,30196468,08:40,Year 7: 7TL
2024-03-19,31248017,09:00,Spanish: Year 7: 7a/SpI
2024-03-19,31320158,09:55,PE Core: Year 7: 7a/PEY
2024-03-19,31238058,11:10,English Comb: Year 7: 7a/EnI
2024-03-19,31338472,12:05,Religious Ed: Year 7: 7a/RER
2024-03-19,30191384,13:30,Year 7: 7TL
2024-03-19,31242359,14:00,Maths: Year 7: 7a/MaI
2024-03-20,30212880,08:40,Year 7: 7TL
2024-03-20,31341104,09:00,Geography: Year 7: 7a/GeR
2024-03-20,31245855,09:55,English Comb: Year 7: 7a/EnI
2024-03-20,31343624,11:10,Religious Ed: Year 7: 7a/RER
2024-03-20,31344716,12:05,History: Year 7: 7a/HiR
2024-03-20,30237103,13:30,Year 7: 7TL
2024-03-20,31238840,14:00,Science: Year 7: 7a/ScI
2024-03-21,30222657,08:40,Year 7: 7TL
2024-03-21,31240887,09:00,Spanish: Year 7: 7a/SpI
2024-03-21,31339284,09:55,Music: Year 7: 7a/MuR
2024-03-21,31341216,11:10,History: Year 7: 7a/HiR
2024-03-21,31342560,12:05,Art and Design: Year 7: 7a/ArR
2024-03-21,30212219,13:30,Year 7: 7TL
2024-03-21,31248477,14:00,English Comb: Year 7: 7a/EnI
2024-03-22,30214424,08:40,Year 7: 7TL
2024-03-22,31335532,09:00,Religious Ed: Year 7: 7a/RER
2024-03-22,31337660,09:55,History: Year 7: 7a/HiR
2024-03-22,31241899,11:10,Maths: Year 7: 7a/MaI
2024-03-22,31244084,12:05,Design Tech: Year 7: 7a/DTI
2024-03-22,30227505,13:30,Year 7: 7TL
2024-03-22,31340824,14:00,Geography: Year 7: 7a/GeR
2024-03-25,30188949,08:40,Year 7: 7TL
2024-03-25,31246384,09:00,English Comb: Year 7: 7a/EnI
2024-03-25,31248937,09:55,Science: Year 7: 7a/ScI
2024-03-25,31336652,11:10,Art and Design: Year 7: 7a/ArR
2024-03-25,31338640,12:05,Computer Science: Year 7: 7a/CsR
2024-03-25,30187611,13:30,Year 7: 7TL
2024-03-25,31242819,14:00,Maths: Year 7: 7a/MaI
2024-03-26,30206442,08:40,Year 7: 7TL
2024-03-26,29860248,09:00,Year 7: 7TL
2024-03-26,31244981,09:55,Maths: Year 7: 7a/MaI
2024-03-26,31246729,11:10,Spanish: Year 7: 7a/SpI
2024-03-26,31344184,12:05,Music: Year 7: 7a/MuR
2024-03-26,30204866,13:30,Year 7: 7TL
2024-03-26,31238403,14:00,English Comb: Year 7: 7a/EnI
2024-03-27,30224524,08:40,Year 7: 7TL
2024-03-27,31240151,09:00,Maths: Year 7: 7a/MaI
2024-03-27,31243279,09:55,Science: Year 7: 7a/ScI
2024-03-27,31339844,11:10,History: Year 7: 7a/HiR
2024-03-27,31342028,12:05,Geography: Year 7: 7a/GeR
2024-03-27,30249365,13:30,Year 7: 7TL
2024-03-27,31247327,14:00,Science: Year 7: 7a/ScI
2024-03-28,30233505,08:40,Year 7: 7TL
2024-03-28,31335308,09:00,Religious Ed: Year 7: 7a/RER
2024-03-28,31239300,09:55,Maths: Year 7: 7a/MaI
2024-03-28,31241324,11:10,English Comb: Year 7: 7a/EnI
2024-03-28,31243670,12:05,Science: Year 7: 7a/ScI
2024-03-28,30223769,13:30,Year 7: 7TL
2024-03-28,31319778,14:00,PE Core: Year 7: 7a/PEY
2024-04-15,30201155,08:40,Year 7: 7TL
2024-04-15,31334552,09:00,Drama: Year 7: 7a/DrR
2024-04-15,31337156,09:55,Computer Science: Year 7: 7a/CsR
2024-04-15,31241278,11:10,Spanish: Year 7: 7a/SpI
2024-04-15,31244544,12:05,Maths: Year 7: 7a/MaI
2024-04-15,30199972,13:30,Year 7: 7TL
2024-04-15,31245464,14:00,Design Tech: Year 7: 7a/DTI
2024-04-16,30217823,08:40,Year 7: 7TL
2024-04-16,31248040,09:00,Spanish: Year 7: 7a/SpI
2024-04-16,31320178,09:55,PE Core: Year 7: 7a/PEY
2024-04-16,31238104,11:10,English Comb: Year 7: 7a/EnI
2024-04-16,31338528,12:05,Religious Ed: Year 7: 7a/RER
2024-04-16,30216392,13:30,Year 7: 7TL
2024-04-16,31242382,14:00,Maths: Year 7: 7a/MaI
2024-04-17,30236292,08:40,Year 7: 7TL
2024-04-17,31341188,09:00,Geography: Year 7: 7a/GeR
2024-04-17,31245878,09:55,English Comb: Year 7: 7a/EnI
2024-04-17,31343652,11:10,Religious Ed: Year 7: 7a/RER
2024-04-17,31344744,12:05,History: Year 7: 7a/HiR
2024-04-17,30264783,13:30,Year 7: 7TL
2024-04-17,31238863,14:00,Science: Year 7: 7a/ScI
2024-04-18,30246924,08:40,Year 7: 7TL
2024-04-18,31240956,09:00,Spanish: Year 7: 7a/SpI
2024-04-18,31339312,09:55,Music: Year 7: 7a/MuR
2024-04-18,31341300,11:10,History: Year 7: 7a/HiR
2024-04-18,31342588,12:05,Art and Design: Year 7: 7a/ArR
2024-04-18,30232821,13:30,Year 7: 7TL
2024-04-18,31248500,14:00,English Comb: Year 7: 7a/EnI
2024-04-19,30226557,08:40,Year 7: 7TL
2024-04-19,31335588,09:00,Religious Ed: Year 7: 7a/RER
2024-04-19,31337688,09:55,History: Year 7: 7a/HiR
2024-04-19,31241922,11:10,Maths: Year 7: 7a/MaI
2024-04-19,31244107,12:05,Design Tech: Year 7: 7a/DTI
2024-04-19,30238011,13:30,Year 7: 7TL
2024-04-19,31340936,14:00,Geography: Year 7: 7a/GeR
2024-04-22,30213991,08:40,Year 7: 7TL
2024-04-22,31246430,09:00,English Comb: Year 7: 7a/EnI
2024-04-22,31248960,09:55,Science: Year 7: 7a/ScI
2024-04-22,31336736,11:10,Art and Design: Year 7: 7a/ArR
2024-04-22,31338696,12:05,Computer Science: Year 7: 7a/CsR
2024-04-22,30209980,13:30,Year 7: 7TL
2024-04-22,31242842,14:00,Maths: Year 7: 7a/MaI
2024-04-23,30228682,08:40,Year 7: 7TL
2024-04-23,29860275,09:00,Year 7: 7TL
2024-04-23,31245004,09:55,Maths: Year 7: 7a/MaI
2024-04-23,31246752,11:10,Spanish: Year 7: 7a/SpI
2024-04-23,31344212,12:05,Music: Year 7: 7a/MuR
2024-04-23,30227127,13:30,Year 7: 7TL
